SN,Timestamp,MSPGCL_THM,MSPGCL_HY,MSPGCL_GAS,TOTAL,WIND,CPP_THM,CPP_GAS,SOLAR,CS_SHARE,CS_RECPT,Mum_NET_EXCH,MSEDCL_DEM_MET,LOAD_SHEDDING,MSEDCL_DEM_LS,MUMBAI_DEMAND,OTHER_DISCOM_DEMAND,STATE_DEMAND,FREQ_Hz
19,18-03-2023 18:00,5787,495,112,6394,641,7243,0,4,6463,6845,-1635,19029,0,19029,2845,463,22337,49.99
20,18-03-2023 19:00,6447,615,112,7174,663,7196,0,0,6622,6533,-1589,19514,0,19514,2875,463,22852,50.00
21,18-03-2023 20:00,5888,297,111,6296,801,7146,0,0,6543,6390,-1510,18666,0,18666,2790,457,21913,49.93
22,18-03-2023 21:00,5455,283,109,5847,713,7190,0,0,6180,6117,-1364,18049,0,18049,2656,454,21159,49.93
23,18-03-2023 22:00,5590,262,111,5963,425,7308,0,0,6135,6113,-1484,17869,0,17869,2567,456,20892,50.02
24,18-03-2023 23:00,5742,264,110,6116,356,7137,0,0,6430,6040,-1547,17674,0,17674,2516,428,20618,50.04
1,19-03-2023 00:00,5647,260,113,6020,576,7162,0,0,6423,5765,-1475,17664,0,17664,2420,384,20468,50.00
2,19-03-2023 01:00,5427,257,113,5797,471,7148,0,0,6311,5790,-1387,17483,0,17483,2276,336,20095,49.93
3,19-03-2023 02:00,5268,258,113,5639,427,7219,0,0,6210,5964,-1335,17586,0,17586,2147,328,20061,49.96
4,19-03-2023 03:00,5387,264,112,5763,206,7177,0,0,6077,5904,-1216,17508,0,17508,2052,325,19886,50.00
5,19-03-2023 04:00,5684,283,111,6078,179,7230,0,0,6055,5816,-1203,17757,0,17757,2019,342,20119,50.01
6,19-03-2023 05:00,5832,332,113,6277,186,7195,0,0,6399,6291,-1152,18431,0,18431,2051,366,20848,50.01
7,19-03-2023 06:00,6034,397,112,6543,149,7203,0,30,6742,6589,-1106,19020,0,19020,2095,388,21503,50.03
8,19-03-2023 07:00,6407,455,109,6971,130,7168,0,383,6863,6664,-1161,19733,0,19733,2141,422,22296,50.06
9,19-03-2023 08:00,6081,376,113,6570,91,6993,0,970,7122,6904,-1328,19765,0,19765,2235,435,22435,50.10
10,19-03-2023 09:00,5468,285,113,5866,77,7143,0,1656,7727,7469,-1495,20277,0,20277,2358,440,23074,50.11
11,19-03-2023 10:00,5451,255,113,5819,111,7162,0,2052,8226,7718,-1627,20785,0,20785,2481,450,23716,50.13
12,19-03-2023 11:00,4971,221,113,5305,207,6822,0,2197,8487,8127,-1633,20576,0,20576,2501,449,23526,49.95
13,19-03-2023 12:00,4850,191,114,5155,284,6753,0,2129,8171,7995,-1621,20247,0,20247,2487,448,23182,49.96
14,19-03-2023 13:00,4903,197,115,5215,394,6905,0,1839,7844,7721,-1548,20084,0,20084,2422,442,22948,50.13
15,19-03-2023 14:00,4978,193,116,5287,649,6897,0,1715,7831,7118,-1537,19683,0,19683,2401,446,22530,50.05
16,19-03-2023 15:00,4888,196,114,5198,949,6463,0,1492,7551,7342,-1555,19444,0,19444,2394,445,22283,50.00
17,19-03-2023 16:00,4904,298,114,5316,1101,6583,0,950,6863,6762,-1517,18745,0,18745,2354,450,21549,49.98
18,19-03-2023 17:00,4954,455,113,5522,1325,6922,0,322,6399,6406,-1435,18602,0,18602,2305,460,21367,50.04
19,19-03-2023 18:00,5502,343,113,5958,1548,7032,0,18,6109,5669,-1324,18443,0,18443,2336,458,21237,50.00
20,19-03-2023 19:00,5753,363,114,6230,1632,7037,0,0,6556,6588,-1484,19544,0,19544,2446,459,22449,50.04
21,19-03-2023 20:00,5458,288,114,5860,1581,6980,0,0,6357,5807,-1475,18299,0,18299,2452,453,21205,50.00
22,19-03-2023 21:00,5102,254,114,5470,1566,6887,0,0,6218,5977,-1495,17953,0,17953,2429,451,20834,50.00
23,19-03-2023 22:00,4958,257,113,5328,1583,6745,0,0,6251,5921,-1566,17559,0,17559,2420,451,20431,50.01
24,19-03-2023 23:00,4889,258,112,5259,1567,6961,0,0,6237,5919,-1589,17690,0,17690,2420,426,20537,50.01
1,20-03-2023 00:00,4950,258,111,5319,1369,6867,0,0,6048,5962,-1450,17681,0,17681,2309,386,20376,50.01
2,20-03-2023 01:00,4967,258,113,5338,1176,6910,0,0,5921,5805,-1315,17550,0,17550,2162,364,20076,49.99
3,20-03-2023 02:00,5025,262,111,5398,974,6975,0,0,5805,5700,-1190,17507,0,17507,2034,350,19891,49.98
4,20-03-2023 03:00,5195,261,113,5569,840,6988,0,0,5763,5707,-1095,17693,0,17693,1947,317,19956,50.01
5,20-03-2023 04:00,5924,283,111,6318,760,6974,0,0,5840,5783,-1081,18427,0,18427,1926,326,20680,49.99
6,20-03-2023 05:00,6368,343,114,6825,635,6974,0,0,6348,6175,-1075,19177,0,19177,2006,357,21540,49.98
7,20-03-2023 06:00,6730,629,111,7470,503,6955,0,27,6976,6916,-1088,20386,0,20386,2145,398,22928,49.96
8,20-03-2023 07:00,6815,1015,112,7942,272,6954,0,412,7048,6817,-1105,20883,0,20883,2337,409,23629,50.02
9,20-03-2023 08:00,6836,473,116,7425,225,6921,0,1083,7717,7505,-1443,21302,0,21302,2649,414,24365,50.06
10,20-03-2023 09:00,6317,269,113,6699,206,6919,0,1685,8302,7802,-1693,21178,0,21178,2926,440,24544,50.02
11,20-03-2023 10:00,5999,253,115,6367,198,6884,0,2123,8432,8396,-1720,21790,0,21790,3114,458,25362,49.97
12,20-03-2023 11:00,5962,252,114,6328,239,6812,0,2221,8569,8510,-1783,21888,0,21888,3154,439,25481,49.93
13,20-03-2023 12:00,5360,400,115,5875,228,6773,0,2208,8586,8668,-1760,21556,0,21556,3111,436,25103,49.92
14,20-03-2023 13:00,5547,233,115,5895,262,6758,0,2034,8485,8771,-1944,21329,0,21329,2961,447,24737,50.06
15,20-03-2023 14:00,5821,196,114,6131,313,6784,0,1818,8890,8992,-2068,21534,0,21534,2992,436,24962,50.09
16,20-03-2023 15:00,5911,199,114,6224,552,6873,0,1426,8987,8217,-1921,20906,0,20906,3046,465,24417,50.10
17,20-03-2023 16:00,5982,341,114,6437,571,6862,0,909,8276,7831,-1395,20759,0,20759,3034,456,24249,49.96
18,20-03-2023 17:00,6355,385,115,6855,784,6915,0,349,7538,7405,-1330,20528,0,20528,2968,449,23946,49.97
19,20-03-2023 18:00,6822,542,113,7477,733,6973,0,13,7106,6967,-1441,20258,0,20258,2854,464,23576,50.01
20,20-03-2023 19:00,7051,1060,113,8224,775,7012,0,0,6866,6944,-1493,21007,0,21007,2825,455,24287,50.02
21,20-03-2023 20:00,6860,350,114,7324,990,7030,0,0,6479,6361,-1456,19802,0,19802,2694,447,22943,50.02
22,20-03-2023 21:00,6420,247,112,6779,1000,6928,0,0,6518,6190,-1395,19065,0,19065,2566,437,22068,50.03
23,20-03-2023 22:00,6077,253,112,6442,1097,6856,0,0,6457,6313,-1377,18903,0,18903,2483,427,21814,50.01
24,20-03-2023 23:00,5600,251,112,5963,1045,6873,0,0,6627,6468,-1502,18439,0,18439,2483,408,21330,50.00
1,21-03-2023 00:00,5395,252,111,5758,1129,6895,0,0,6560,6801,-1508,18692,0,18692,2381,383,21456,49.96
2,21-03-2023 01:00,5566,328,112,6006,1091,6907,0,0,6248,6424,-1363,18715,0,18715,2208,350,21273,49.99
3,21-03-2023 02:00,5814,256,112,6182,844,6920,0,0,6235,6361,-1247,18735,0,18735,2073,325,21133,49.98
4,21-03-2023 03:00,5840,261,112,6213,867,6941,0,0,6390,6277,-1146,18813,0,18813,1990,339,21142,49.98
5,21-03-2023 04:00,5961,287,112,6360,1002,6922,0,0,6391,6501,-1126,19323,0,19323,1969,336,21628,49.96
6,21-03-2023 05:00,6584,310,109,7003,793,6914,0,0,6853,6784,-1225,19882,0,19882,2069,387,22338,49.98
7,21-03-2023 06:00,6954,465,73,7492,704,6896,0,32,7224,7103,-1249,20572,0,20572,2164,406,23142,49.99
8,21-03-2023 07:00,6873,366,74,7313,537,6909,0,404,7643,7710,-1293,21159,0,21159,2245,421,23825,50.03
9,21-03-2023 08:00,6438,287,77,6802,333,6865,0,1045,7908,8397,-1580,21413,0,21413,2502,449,24364,50.04
10,21-03-2023 09:00,6390,293,76,6759,255,6895,0,1564,8289,8285,-1664,21644,0,21644,2733,450,24827,49.98
11,21-03-2023 10:00,6133,466,75,6674,272,6851,0,1886,8840,8982,-1510,22708,0,22708,2903,447,26058,50.06
12,21-03-2023 11:00,6326,282,67,6675,222,6840,0,1982,8881,9085,-1666,22683,0,22683,2978,455,26116,50.01
13,21-03-2023 12:00,6370,224,79,6673,265,6843,0,2026,9005,8704,-1679,22392,0,22392,2965,440,25797,49.98
14,21-03-2023 13:00,6126,191,79,6396,310,6826,0,2021,9020,8727,-1824,22002,0,22002,2881,454,25337,50.03
15,21-03-2023 14:00,6180,194,83,6457,433,6846,0,1751,9062,8855,-1892,21990,0,21990,2913,460,25363,49.84
16,21-03-2023 15:00,6220,209,81,6510,521,6863,0,1391,8905,8820,-1939,21693,0,21693,2956,473,25122,49.98
17,21-03-2023 16:00,6557,430,81,7068,530,6871,0,863,8186,8179,-1862,21154,0,21154,2956,495,24605,50.06
18,21-03-2023 17:00,6754,478,80,7312,586,6840,0,374,7953,7716,-1726,20618,0,20618,2897,484,23999,49.98
19,21-03-2023 18:00,6926,579,95,7600,523,6844,0,20,7264,7455,-1619,20346,0,20346,2827,477,23650,50.02
20,21-03-2023 19:00,6994,1686,122,8802,519,6859,0,0,7029,7190,-1566,21328,0,21328,2810,476,24614,50.01
21,21-03-2023 20:00,7018,677,125,7820,465,6862,0,0,6919,6865,-1403,20149,0,20149,2680,460,23289,49.97
22,21-03-2023 21:00,6939,296,126,7361,510,6859,0,0,6752,6672,-1341,19608,0,19608,2548,453,22609,50.01
23,21-03-2023 22:00,6571,254,122,6947,549,6828,0,0,6933,6642,-1389,19139,0,19139,2433,438,22010,49.99
24,21-03-2023 23:00,6117,263,124,6504,697,6841,0,0,6761,6808,-1385,19054,0,19054,2369,411,21834,50.01
1,22-03-2023 00:00,6067,258,122,6447,579,6828,0,0,6748,6739,-1385,18826,0,18826,2256,382,21464,50.01
2,22-03-2023 01:00,6075,391,117,6583,598,6821,0,0,6600,6802,-1277,19165,0,19165,2097,362,21624,49.95
3,22-03-2023 02:00,6313,291,114,6718,658,6805,0,0,6538,6435,-1167,19118,0,19118,1981,331,21430,49.98
4,22-03-2023 03:00,6322,348,113,6783,588,6772,0,0,6462,6693,-1110,19396,0,19396,1909,330,21635,50.01
5,22-03-2023 04:00,6763,391,115,7269,537,6792,0,0,6520,6778,-1095,19917,0,19917,1899,364,22180,49.97
6,22-03-2023 05:00,7001,731,114,7846,488,6796,0,0,6916,7136,-1140,20741,0,20741,1963,385,23089,49.95
7,22-03-2023 06:00,7118,1232,112,8462,516,6797,0,32,7076,7170,-1057,21511,0,21511,2047,409,23967,49.96
8,22-03-2023 07:00,7172,630,114,7916,423,6773,0,384,7513,7396,-1112,21365,0,21365,2171,415,23951,49.98
9,22-03-2023 08:00,7000,689,115,7804,255,6695,0,1017,7460,7597,-1375,21561,0,21561,2386,432,24379,49.92
10,22-03-2023 09:00,7056,344,115,7515,326,6732,0,1616,7929,7958,-1657,22048,0,22048,2601,442,25091,49.98
11,22-03-2023 10:00,6563,247,113,6923,253,6766,0,2039,8679,8787,-1796,22510,0,22510,2748,462,25720,50.04
12,22-03-2023 11:00,6555,253,112,6920,229,6747,0,2173,8833,8968,-1848,22729,0,22729,2785,460,25974,50.03
13,22-03-2023 12:00,6235,188,113,6536,325,6763,0,2117,8696,8593,-1773,22125,0,22125,2730,436,25291,50.05
14,22-03-2023 13:00,5860,193,114,6167,446,6720,0,1892,8437,8397,-1673,21514,0,21514,2620,435,24569,50.15
15,22-03-2023 14:00,6003,191,115,6309,692,6777,0,1663,8198,8410,-1674,21730,0,21730,2620,447,24797,49.98
16,22-03-2023 15:00,6013,191,114,6318,670,6778,0,1221,8093,8116,-1643,21012,0,21012,2630,448,24090,49.98
17,22-03-2023 16:00,6300,357,109,6766,823,6776,0,823,7265,7812,-1617,20943,0,20943,2620,440,24003,49.97
18,22-03-2023 17:00,6671,334,112,7117,881,6836,0,341,7144,6514,-1531,19693,0,19693,2606,465,22764,50.01
19,22-03-2023 18:00,6366,341,112,6819,808,6933,0,16,6730,6516,-1371,19256,0,19256,2619,465,22340,50.02
20,22-03-2023 19:00,6715,481,111,7307,693,7030,0,0,6640,6671,-1416,19831,0,19831,2676,454,22961,49.96
21,22-03-2023 20:00,6673,277,111,7061,786,6999,0,0,6401,6023,-1365,19061,0,19061,2619,443,22123,49.99
22,22-03-2023 21:00,5959,298,111,6368,692,6877,0,0,6323,6419,-1251,18673,0,18673,2516,432,21621,49.96
23,22-03-2023 22:00,6268,373,112,6753,496,6837,0,0,6324,6303,-1318,18661,0,18661,2448,410,21519,49.97
24,22-03-2023 23:00,6573,247,110,6930,523,6823,0,0,6509,6229,-1402,18710,0,18710,2390,393,21493,49.90
1,23-03-2023 00:00,6553,268,109,6930,546,6798,0,0,6424,6334,-1358,18873,0,18873,2272,377,21522,49.94
2,23-03-2023 01:00,6580,248,107,6935,475,6838,0,0,6356,6275,-1244,18929,0,18929,2122,350,21401,49.95
3,23-03-2023 02:00,6539,248,109,6896,506,6815,0,0,6325,6311,-1155,19052,0,19052,1998,321,21371,49.97
4,23-03-2023 03:00,6492,249,109,6850,613,6828,0,0,6436,6248,-1129,19083,0,19083,1924,327,21334,49.98
5,23-03-2023 04:00,6539,278,108,6925,649,6855,0,0,6580,6440,-1112,19424,0,19424,1905,333,21662,49.87
6,23-03-2023 05:00,6918,347,107,7372,758,6858,0,0,6754,6933,-1046,20516,0,20516,1998,359,22873,49.87
7,23-03-2023 06:00,7392,477,90,7959,698,6849,0,21,7303,7356,-1054,21419,0,21419,2145,410,23974,49.94
8,23-03-2023 07:00,7572,472,85,8129,659,6857,0,417,7580,7580,-1179,22029,0,22029,2333,434,24796,50.05
9,23-03-2023 08:00,6793,358,84,7235,607,6848,0,1080,7998,8191,-1556,21947,0,21947,2629,458,25034,50.03
10,23-03-2023 09:00,6595,258,84,6937,366,6848,0,1700,8280,8542,-1821,22101,0,22101,2923,471,25495,50.02
11,23-03-2023 10:00,6833,321,109,7263,273,6851,0,2022,8755,8913,-1866,22979,0,22979,3120,477,26576,50.01
12,23-03-2023 11:00,6908,186,115,7209,243,6847,0,2182,9130,9149,-1873,23301,0,23301,3167,456,26924,50.00
13,23-03-2023 12:00,6391,186,111,6688,278,6845,0,2047,9276,9064,-1826,22630,0,22630,3127,466,26223,49.97
14,23-03-2023 13:00,6167,190,112,6469,292,6845,0,1989,8952,8879,-1873,22151,0,22151,2978,450,25579,50.01
15,23-03-2023 14:00,6471,311,112,6894,380,6844,0,1843,8850,8737,-1993,22250,0,22250,3009,455,25714,49.90
16,23-03-2023 15:00,6826,216,111,7153,435,6803,0,1494,8837,8673,-2042,22058,0,22058,3044,458,25560,49.97
17,23-03-2023 16:00,7040,256,109,7405,510,6778,0,1052,8398,8088,-1909,21449,0,21449,3035,475,24959,50.01
18,23-03-2023 17:00,6996,349,110,7455,595,6860,0,395,8014,7756,-1770,20808,0,20808,2976,483,24267,49.99
19,23-03-2023 18:00,7439,410,108,7957,556,6923,0,20,7037,6865,-1507,20343,0,20343,2882,471,23696,50.04
20,23-03-2023 19:00,7876,949,109,8934,629,6924,0,0,6734,6995,-1372,21649,0,21649,2865,461,24975,50.05
21,23-03-2023 20:00,7551,340,110,8001,660,6888,0,0,6533,6417,-1348,20165,0,20165,2746,453,23364,50.04
22,23-03-2023 21:00,7167,247,110,7524,602,6772,0,0,6614,6640,-1293,19795,0,19795,2605,450,22850,50.00
23,23-03-2023 22:00,7128,245,109,7482,543,6686,0,0,6681,6618,-1241,19644,0,19644,2511,444,22599,49.94
24,23-03-2023 23:00,6848,245,110,7203,474,6696,0,0,6975,7066,-1323,19698,0,19698,2442,418,22558,49.98
1,24-03-2023 00:00,7155,246,112,7513,447,6714,0,0,6779,6581,-1306,19566,0,19566,2329,383,22278,49.98
2,24-03-2023 01:00,7289,245,112,7646,573,6717,0,0,6802,6653,-1279,19953,0,19953,2160,357,22470,50.01
3,24-03-2023 02:00,7419,245,112,7776,680,6719,0,0,6572,6307,-1207,19919,0,19919,2020,356,22295,49.97
4,24-03-2023 03:00,7467,258,111,7836,683,6757,0,0,6557,6487,-1158,20266,0,20266,1944,339,22549,49.97
5,24-03-2023 04:00,7433,279,111,7823,643,6767,0,0,6823,6971,-1127,20735,0,20735,1937,342,23014,50.00
6,24-03-2023 05:00,7703,609,112,8424,645,6733,0,0,6787,6795,-1026,21196,0,21196,2054,375,23625,49.97
7,24-03-2023 06:00,7820,1018,112,8950,673,6690,0,38,7042,7085,-1022,21995,0,21995,2186,419,24600,50.00
8,24-03-2023 07:00,7853,668,112,8633,510,6717,0,452,7319,7439,-1168,22139,0,22139,2345,444,24928,50.04
9,24-03-2023 08:00,7263,371,112,7746,333,6707,0,1085,7829,7847,-1487,21756,0,21756,2645,475,24876,50.02
10,24-03-2023 09:00,7103,410,112,7625,301,6697,0,1688,8210,8028,-1745,22124,0,22124,2948,470,25542,50.07
11,24-03-2023 10:00,6642,466,112,7220,251,6717,0,2099,9106,8971,-1786,22999,0,22999,3151,473,26623,49.92
12,24-03-2023 11:00,6668,660,111,7439,268,6700,0,2245,9084,9016,-1831,23366,0,23366,3204,471,27041,49.88
13,24-03-2023 12:00,6739,239,110,7088,300,6634,0,2135,9036,9239,-1851,23093,0,23093,3161,452,26706,49.99
14,24-03-2023 13:00,6478,187,111,6776,423,6587,0,2064,9189,8940,-1929,22407,0,22407,2998,454,25859,50.06
15,24-03-2023 14:00,6192,186,110,6488,425,6583,0,1887,9280,9206,-2010,22109,0,22109,3059,470,25638,49.99
16,24-03-2023 15:00,6258,303,110,6671,491,6613,0,1602,9087,9218,-1979,22130,0,22130,3096,486,25712,50.01
17,24-03-2023 16:00,6471,413,111,6995,773,6599,0,1009,8747,8630,-1903,21598,0,21598,3067,505,25170,49.95
18,24-03-2023 17:00,7033,320,111,7464,944,6654,0,392,8052,7410,-1765,20615,0,20615,2993,484,24092,49.98
19,24-03-2023 18:00,7459,330,112,7901,1093,6756,0,34,7129,6493,-1535,20247,0,20247,2897,495,23639,50.05
20,24-03-2023 19:00,7423,411,110,7944,1167,6926,0,0,6655,6942,-1322,21186,0,21186,2879,471,24536,49.98
21,24-03-2023 20:00,7250,325,112,7687,1110,6925,0,0,6396,6353,-1299,20319,0,20319,2766,457,23542,49.93
22,24-03-2023 21:00,7006,306,110,7422,1004,6903,0,0,6399,6366,-1269,19961,0,19961,2625,465,23051,49.94
23,24-03-2023 22:00,7059,263,110,7432,963,6732,0,0,6430,6517,-1216,19981,0,19981,2536,447,22964,49.99
24,24-03-2023 23:00,7090,250,111,7451,898,6778,0,0,6585,6612,-1329,19996,0,19996,2498,414,22908,49.99
1,25-03-2023 00:00,7055,248,111,7414,847,6767,0,0,6555,6749,-1324,20066,0,20066,2378,387,22831,49.98
2,25-03-2023 01:00,7417,253,110,7780,883,6740,0,0,6458,6429,-1178,20287,0,20287,2194,367,22848,50.02
3,25-03-2023 02:00,7458,247,111,7816,811,6701,0,0,6577,6154,-1076,20064,0,20064,2055,342,22461,49.95
4,25-03-2023 03:00,7434,253,112,7799,752,6717,0,0,6605,6777,-1117,20603,0,20603,1958,325,22886,49.95
5,25-03-2023 04:00,7687,613,110,8410,690,6719,0,0,6684,6536,-1063,20954,0,20954,1948,338,23240,49.95
6,25-03-2023 05:00,7796,858,111,8765,631,6718,0,0,6485,6265,-908,21113,0,21113,2037,358,23508,49.97
7,25-03-2023 06:00,7827,1474,111,9412,508,6770,0,57,6476,6296,-904,21743,0,21743,2094,396,24233,49.97
8,25-03-2023 07:00,7861,1078,112,9051,360,6702,0,478,6797,7137,-1034,22259,0,22259,2178,435,24872,50.02
9,25-03-2023 08:00,7577,386,111,8074,246,6629,0,1151,7512,7592,-1256,21983,0,21983,2388,453,24824,49.96
10,25-03-2023 09:00,7417,255,111,7783,205,6612,0,1711,8039,7989,-1446,22388,0,22388,2647,466,25501,49.97
11,25-03-2023 10:00,7205,256,111,7572,169,6647,0,2118,8833,8884,-1615,23303,0,23303,2851,472,26626,49.97
12,25-03-2023 11:00,7087,363,111,7561,162,6645,0,2243,9065,9052,-1660,23532,0,23532,2909,471,26912,49.95
13,25-03-2023 12:00,7022,188,111,7321,278,6590,0,2288,9147,8753,-1669,23093,0,23093,2872,468,26433,49.93
14,25-03-2023 13:00,6514,190,110,6814,406,6594,0,2134,9076,8639,-1680,22446,0,22446,2715,461,25622,49.92
15,25-03-2023 14:00,6384,194,112,6690,519,6547,0,1988,8946,8851,-1686,22443,0,22443,2739,466,25648,49.88
16,25-03-2023 15:00,6900,296,112,7308,624,6543,0,1493,8805,8728,-1564,22662,0,22662,2751,470,25883,49.96
17,25-03-2023 16:00,7107,286,111,7504,750,6633,0,1005,8230,7938,-1485,21882,0,21882,2721,463,25066,49.95
18,25-03-2023 17:00,7354,322,112,7788,772,6687,0,395,7645,7474,-1394,21244,0,21244,2664,478,24386,49.99
19,25-03-2023 18:00,7603,339,111,8053,710,6760,0,20,6816,6583,-1261,20382,0,20382,2606,483,23471,50.00
20,25-03-2023 19:00,7661,1590,112,9363,705,6767,0,0,5957,5848,-1096,21103,0,21103,2642,484,24229,49.95
21,25-03-2023 20:00,7377,814,112,8303,845,6791,0,0,6037,6219,-1050,20642,0,20642,2573,466,23681,49.96
22,25-03-2023 21:00,6875,458,109,7442,826,6737,0,0,6256,6458,-1085,19930,0,19930,2451,448,22829,50.00
23,25-03-2023 22:00,7450,319,112,7881,771,6632,0,0,6362,6470,-1153,20158,0,20158,2354,443,22955,50.00
24,25-03-2023 23:00,7596,246,113,7955,629,6655,0,0,6480,6404,-1207,20024,0,20024,2284,412,22720,50.01
1,26-03-2023 00:00,7468,279,111,7858,693,6624,0,0,6771,6695,-1197,20283,0,20283,2195,390,22868,49.96
2,26-03-2023 01:00,7506,294,112,7912,788,6591,0,0,6748,6341,-1061,20206,0,20206,2065,365,22636,49.93
3,26-03-2023 02:00,7527,244,110,7881,867,6624,0,0,6898,6597,-997,20630,0,20630,1949,342,22921,50.01
4,26-03-2023 03:00,7529,280,109,7918,767,6630,0,0,6852,6660,-1013,20612,0,20612,1868,350,22830,49.98
5,26-03-2023 04:00,7637,634,113,8384,617,6679,0,0,6773,6783,-945,21159,0,21159,1860,359,23378,49.97
6,26-03-2023 05:00,7742,731,111,8584,586,6725,0,0,6500,6624,-851,21288,0,21288,1925,380,23593,50.02
7,26-03-2023 06:00,7727,816,110,8653,353,6687,0,42,6684,6894,-831,21400,0,21400,1948,398,23746,50.02
8,26-03-2023 07:00,7628,583,110,8321,444,6702,0,461,7195,6997,-932,21567,0,21567,1994,426,23987,50.05
9,26-03-2023 08:00,6975,335,113,7423,388,6702,0,1076,7913,7656,-1283,21527,0,21527,2109,435,24071,50.02
10,26-03-2023 09:00,6433,287,115,6835,225,6719,0,1686,8525,8300,-1395,21936,0,21936,2248,434,24618,50.02
11,26-03-2023 10:00,6508,478,112,7098,172,6506,0,2128,8948,8991,-1473,22971,0,22971,2356,450,25778,50.00
12,26-03-2023 11:00,6911,328,113,7352,197,6508,0,2268,9122,8696,-1515,23071,0,23071,2384,435,25890,49.91
13,26-03-2023 12:00,6583,186,112,6881,328,6481,0,2305,9167,8659,-1497,22731,0,22731,2374,426,25531,49.95
14,26-03-2023 13:00,6303,196,112,6611,588,6424,0,2146,8721,7974,-1441,21892,0,21892,2306,410,24608,49.99
15,26-03-2023 14:00,6003,184,111,6298,758,6237,0,1953,8679,8396,-1366,21858,0,21858,2275,418,24551,50.00
16,26-03-2023 15:00,6089,184,115,6388,979,6032,0,1668,8363,8103,-1348,21375,0,21375,2257,447,24079,50.02
17,26-03-2023 16:00,6219,378,112,6709,979,5892,0,1099,7860,7689,-1294,20633,0,20633,2239,441,23313,49.94
18,26-03-2023 17:00,6612,341,110,7063,1019,5876,0,416,7175,7380,-1228,20072,0,20072,2228,454,22754,50.01
19,26-03-2023 18:00,6898,490,111,7499,820,5962,0,16,6771,6516,-1117,19255,0,19255,2256,441,21952,50.03
20,26-03-2023 19:00,7652,617,111,8380,789,5973,0,0,6654,6731,-1136,20318,0,20318,2367,419,23104,49.96
21,26-03-2023 20:00,7603,375,111,8089,868,5891,0,0,6527,6198,-1163,19463,0,19463,2384,420,22267,49.96
22,26-03-2023 21:00,7309,254,111,7674,841,5889,0,0,6564,6494,-1142,19318,0,19318,2348,438,22104,49.98
23,26-03-2023 22:00,7257,246,110,7613,775,5868,0,0,6562,6406,-1151,19084,0,19084,2293,427,21804,49.95
24,26-03-2023 23:00,7265,251,111,7627,750,5855,0,0,6803,6691,-1307,19200,0,19200,2254,416,21870,49.98
1,27-03-2023 00:00,7495,245,111,7851,900,5827,0,0,6585,6417,-1247,19359,0,19359,2207,389,21955,49.96
2,27-03-2023 01:00,7512,245,111,7868,846,5860,0,0,6576,6512,-1057,19671,0,19671,2019,358,22048,49.99
3,27-03-2023 02:00,7451,244,112,7807,803,5865,0,0,6750,6796,-1044,19892,0,19892,1902,335,22129,49.98
4,27-03-2023 03:00,7513,274,112,7899,680,5826,0,0,6764,6481,-988,19552,0,19552,1847,346,21745,49.90
5,27-03-2023 04:00,7684,519,113,8316,712,5812,0,0,6880,6976,-956,20489,0,20489,1894,370,22754,50.01
6,27-03-2023 05:00,7860,841,113,8814,687,5881,0,0,6655,6761,-842,20919,0,20919,2000,381,23301,49.99
7,27-03-2023 06:00,7951,1738,112,9801,606,5895,0,44,6524,6910,-913,21928,0,21928,2133,414,24476,50.00
8,27-03-2023 07:00,7951,1755,111,9817,458,5758,0,459,6901,6717,-1070,21697,0,21697,2311,442,24450,50.07
9,27-03-2023 08:00,7817,492,111,8420,343,5789,0,1152,8021,7815,-1365,21682,0,21682,2598,472,24752,50.03
10,27-03-2023 09:00,7386,358,115,7859,306,5782,0,1675,8542,8500,-1706,21957,0,21957,2889,459,25305,50.01
11,27-03-2023 10:00,7248,430,113,7791,205,5758,0,2070,9269,9461,-1785,23042,0,23042,3093,458,26593,49.97
12,27-03-2023 11:00,7291,621,112,8024,134,5782,0,2158,9198,9487,-1811,23302,0,23302,3133,473,26907,49.98
13,27-03-2023 12:00,7383,300,111,7794,134,5721,0,2223,9155,9364,-1767,23011,0,23011,3090,458,26559,50.00
14,27-03-2023 13:00,7241,215,112,7568,199,5711,0,2117,9259,9362,-1834,22677,0,22677,2947,446,26070,50.03
15,27-03-2023 14:00,7096,291,114,7501,265,5420,0,1981,9398,9514,-1961,22284,0,22284,2993,436,25713,49.96
16,27-03-2023 15:00,7635,369,112,8116,303,5686,0,1565,9407,9245,-1982,22468,0,22468,3018,465,25951,49.93
17,27-03-2023 16:00,7804,546,113,8463,335,5721,0,1022,8739,8741,-1855,21942,0,21942,3005,485,25432,49.97
18,27-03-2023 17:00,7884,1051,113,9048,422,5746,0,386,7976,7915,-1722,21319,0,21319,2933,476,24728,50.01
19,27-03-2023 18:00,7900,1129,114,9143,424,5883,0,21,6976,6609,-1453,20153,0,20153,2835,473,23462,50.00
20,27-03-2023 19:00,7909,2079,114,10102,566,5933,0,0,6457,6343,-1148,21323,0,21323,2833,472,24629,49.96
21,27-03-2023 20:00,7854,1186,113,9153,616,5954,0,0,6303,6196,-1133,20322,0,20322,2713,463,23499,50.01
22,27-03-2023 21:00,7823,637,112,8572,537,5919,0,0,6597,6675,-1230,20008,0,20008,2588,465,23061,49.99
23,27-03-2023 22:00,7809,675,113,8597,501,5864,0,0,6587,6710,-1194,20035,0,20035,2487,443,22965,49.95
